user_id,product_id,asset_class,risk_level,expected_return,volatility,recommended_weight,personalized_risk_aversion
U061,P079,cash_equivalents,R4,0.063,0.052,0.1636,1.0000000000000002
U061,P019,cash_equivalents,R4,0.063,0.052,0.1636,1.0000000000000002
U061,P049,fixed_income,R4,0.063,0.052,0.1636,1.0000000000000002
U061,P070,equities,R5,0.145,0.269,0.0796,1.0000000000000002
U061,P040,alternative_assets,R5,0.145,0.269,0.0796,1.0000000000000002
U061,P100,alternative_assets,R5,0.145,0.269,0.0796,1.0000000000000002
U061,P010,equities,R5,0.145,0.269,0.0796,1.0000000000000002
U061,P013,fixed_income,R3,0.123,0.227,0.0635,1.0000000000000002
U061,P073,fixed_income,R3,0.123,0.227,0.0635,1.0000000000000002
U061,P043,cash_equivalents,R3,0.123,0.227,0.0635,1.0000000000000002
U062,P112,fixed_income,R2,0.026,0.022,0.5329,2.228571428571429
U062,P115,fixed_income,R2,0.027,0.025,0.4671,2.228571428571429
U063,P046,equities,R1,0.051,0.038,0.3761,5.0
U063,P016,alternative_assets,R1,0.051,0.038,0.3761,5.0
U063,P031,cash_equivalents,R1,0.042,0.021,0.066,5.0
U063,P001,fixed_income,R1,0.042,0.021,0.066,5.0
U063,P037,fixed_income,R2,0.102,0.185,0.0579,5.0
U063,P067,cash_equivalents,R2,0.102,0.185,0.0579,5.0
U064,P113,cash_equivalents,R2,0.014,0.003,0.1462,2.0000000000000004
U064,P116,cash_equivalents,R2,0.012,0.003,0.132,2.0000000000000004
U064,P118,cash_equivalents,R2,0.011,0.002,0.1281,2.0000000000000004
U064,P082,equities,R2,0.085,0.153,0.0886,2.0000000000000004
U064,P052,alternative_assets,R2,0.085,0.153,0.0886,2.0000000000000004
U064,P022,equities,R2,0.085,0.153,0.0886,2.0000000000000004
U064,P037,fixed_income,R2,0.102,0.185,0.0819,2.0000000000000004
U064,P007,cash_equivalents,R2,0.102,0.185,0.0819,2.0000000000000004
U064,P067,cash_equivalents,R2,0.102,0.185,0.0819,2.0000000000000004
U064,P097,fixed_income,R2,0.102,0.185,0.0819,2.0000000000000004
U066,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U066,P046,equities,R1,0.051,0.038,0.1111,5.0
U066,P006,equities,R1,0.051,0.038,0.1111,5.0
U066,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U066,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U066,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U066,P026,equities,R1,0.051,0.038,0.1111,5.0
U066,P066,equities,R1,0.051,0.038,0.1111,5.0
U066,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U067,P112,fixed_income,R2,0.026,0.022,0.5329,2.4000000000000004
U067,P115,fixed_income,R2,0.027,0.025,0.4671,2.4000000000000004
U068,P019,cash_equivalents,R4,0.063,0.052,0.164,0.9285714285714287
U068,P079,cash_equivalents,R4,0.063,0.052,0.164,0.9285714285714287
U068,P049,fixed_income,R4,0.063,0.052,0.164,0.9285714285714287
U068,P010,equities,R5,0.145,0.269,0.0797,0.9285714285714287
U068,P100,alternative_assets,R5,0.145,0.269,0.0797,0.9285714285714287
U068,P070,equities,R5,0.145,0.269,0.0797,0.9285714285714287
U068,P040,alternative_assets,R5,0.145,0.269,0.0797,0.9285714285714287
U068,P073,fixed_income,R3,0.123,0.227,0.0631,0.9285714285714287
U068,P043,cash_equivalents,R3,0.123,0.227,0.0631,0.9285714285714287
U068,P013,fixed_income,R3,0.123,0.227,0.0631,0.9285714285714287
U069,P079,cash_equivalents,R4,0.063,0.052,0.5089,1.0
U069,P100,alternative_assets,R5,0.145,0.269,0.1296,1.0
U069,P010,equities,R5,0.145,0.269,0.1296,1.0
U069,P073,fixed_income,R3,0.123,0.227,0.116,1.0
U069,P043,cash_equivalents,R3,0.123,0.227,0.116,1.0
U070,P112,fixed_income,R2,0.026,0.022,0.5351,1.7142857142857146
U070,P115,fixed_income,R2,0.027,0.025,0.4649,1.7142857142857146
U071,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U071,P046,equities,R1,0.051,0.038,0.1111,5.0
U071,P006,equities,R1,0.051,0.038,0.1111,5.0
U071,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U071,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U071,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U071,P026,equities,R1,0.051,0.038,0.1111,5.0
U071,P066,equities,R1,0.051,0.038,0.1111,5.0
U071,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U072,P076,alternative_assets,R1,0.051,0.038,0.2,4.752000000000002
U072,P016,alternative_assets,R1,0.051,0.038,0.2,4.752000000000002
U072,P086,equities,R1,0.051,0.038,0.2,4.752000000000002
U072,P026,equities,R1,0.051,0.038,0.2,4.752000000000002
U072,P046,equities,R1,0.051,0.038,0.2,4.752000000000002
U073,P113,cash_equivalents,R2,0.014,0.003,0.1217,2.228571428571429
U073,P116,cash_equivalents,R2,0.012,0.003,0.1044,2.228571428571429
U073,P082,equities,R2,0.085,0.153,0.0996,2.228571428571429
U073,P052,alternative_assets,R2,0.085,0.153,0.0996,2.228571428571429
U073,P022,equities,R2,0.085,0.153,0.0996,2.228571428571429
U073,P118,cash_equivalents,R2,0.011,0.002,0.0995,2.228571428571429
U073,P037,fixed_income,R2,0.102,0.185,0.0939,2.228571428571429
U073,P067,cash_equivalents,R2,0.102,0.185,0.0939,2.228571428571429
U073,P097,fixed_income,R2,0.102,0.185,0.0939,2.228571428571429
U073,P007,cash_equivalents,R2,0.102,0.185,0.0939,2.228571428571429
U074,P079,cash_equivalents,R4,0.063,0.052,0.5089,1.0
U074,P100,alternative_assets,R5,0.145,0.269,0.1296,1.0
U074,P010,equities,R5,0.145,0.269,0.1296,1.0
U074,P073,fixed_income,R3,0.123,0.227,0.116,1.0
U074,P043,cash_equivalents,R3,0.123,0.227,0.116,1.0
U075,P112,fixed_income,R2,0.026,0.022,0.5351,1.7142857142857146
U075,P115,fixed_income,R2,0.027,0.025,0.4649,1.7142857142857146
U076,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U076,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U076,P006,equities,R1,0.051,0.038,0.1111,5.0
U076,P046,equities,R1,0.051,0.038,0.1111,5.0
U076,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U076,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U076,P026,equities,R1,0.051,0.038,0.1111,5.0
U076,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U076,P066,equities,R1,0.051,0.038,0.1111,5.0
U077,P079,cash_equivalents,R4,0.063,0.052,0.1639,0.8333333333333335
U077,P019,cash_equivalents,R4,0.063,0.052,0.1639,0.8333333333333335
U077,P049,fixed_income,R4,0.063,0.052,0.1639,0.8333333333333335
U077,P040,alternative_assets,R5,0.145,0.269,0.08,0.8333333333333335
U077,P070,equities,R5,0.145,0.269,0.08,0.8333333333333335
U077,P010,equities,R5,0.145,0.269,0.08,0.8333333333333335
U077,P100,alternative_assets,R5,0.145,0.269,0.08,0.8333333333333335
U077,P013,fixed_income,R3,0.123,0.227,0.0627,0.8333333333333335
U077,P043,cash_equivalents,R3,0.123,0.227,0.0627,0.8333333333333335
U077,P073,fixed_income,R3,0.123,0.227,0.0627,0.8333333333333335
U078,P112,fixed_income,R2,0.026,0.022,0.5329,2.228571428571429
U078,P115,fixed_income,R2,0.027,0.025,0.4671,2.228571428571429
U079,P013,fixed_income,R3,0.123,0.227,0.1737,0.8750000000000001
U079,P073,fixed_income,R3,0.123,0.227,0.1737,0.8750000000000001
U079,P043,cash_equivalents,R3,0.123,0.227,0.1737,0.8750000000000001
U079,P088,alternative_assets,R3,0.078,0.163,0.1225,0.8750000000000001
U079,P058,equities,R3,0.078,0.163,0.1225,0.8750000000000001
U079,P019,cash_equivalents,R4,0.063,0.052,0.117,0.8750000000000001
U079,P079,cash_equivalents,R4,0.063,0.052,0.117,0.8750000000000001
U080,P016,alternative_assets,R1,0.051,0.038,0.1667,3.8400000000000007
U080,P086,equities,R1,0.051,0.038,0.1667,3.8400000000000007
U080,P056,alternative_assets,R1,0.051,0.038,0.1667,3.8400000000000007
U080,P076,alternative_assets,R1,0.051,0.038,0.1667,3.8400000000000007
U080,P046,equities,R1,0.051,0.038,0.1667,3.8400000000000007
U080,P026,equities,R1,0.051,0.038,0.1667,3.8400000000000007
U081,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U081,P046,equities,R1,0.051,0.038,0.1111,5.0
U081,P006,equities,R1,0.051,0.038,0.1111,5.0
U081,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U081,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U081,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U081,P026,equities,R1,0.051,0.038,0.1111,5.0
U081,P066,equities,R1,0.051,0.038,0.1111,5.0
U081,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U082,P113,cash_equivalents,R2,0.014,0.003,0.1466,2.4000000000000004
U082,P116,cash_equivalents,R2,0.012,0.003,0.1318,2.4000000000000004
U082,P118,cash_equivalents,R2,0.011,0.002,0.1277,2.4000000000000004
U082,P022,equities,R2,0.085,0.153,0.0888,2.4000000000000004
U082,P082,equities,R2,0.085,0.153,0.0888,2.4000000000000004
U082,P052,alternative_assets,R2,0.085,0.153,0.0888,2.4000000000000004
U082,P037,fixed_income,R2,0.102,0.185,0.0819,2.4000000000000004
U082,P097,fixed_income,R2,0.102,0.185,0.0819,2.4000000000000004
U082,P007,cash_equivalents,R2,0.102,0.185,0.0819,2.4000000000000004
U082,P067,cash_equivalents,R2,0.102,0.185,0.0819,2.4000000000000004
U083,P079,cash_equivalents,R4,0.063,0.052,0.2634,1.0
U083,P010,equities,R5,0.145,0.269,0.2399,1.0
U083,P100,alternative_assets,R5,0.145,0.269,0.1515,1.0
U083,P073,fixed_income,R3,0.123,0.227,0.1299,1.0
U083,P043,cash_equivalents,R3,0.123,0.227,0.1299,1.0
U083,P058,equities,R3,0.078,0.163,0.0854,1.0
U084,P112,fixed_income,R2,0.026,0.022,0.5333,3.1200000000000006
U084,P115,fixed_income,R2,0.027,0.025,0.4667,3.1200000000000006
U085,P026,equities,R1,0.051,0.038,0.1111,5.0
U085,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U085,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U085,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U085,P046,equities,R1,0.051,0.038,0.1111,5.0
U085,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U085,P066,equities,R1,0.051,0.038,0.1111,5.0
U085,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U085,P006,equities,R1,0.051,0.038,0.1111,5.0
U086,P079,cash_equivalents,R4,0.063,0.052,0.1622,0.7142857142857144
U086,P049,fixed_income,R4,0.063,0.052,0.1622,0.7142857142857144
U086,P019,cash_equivalents,R4,0.063,0.052,0.1622,0.7142857142857144
U086,P010,equities,R5,0.145,0.269,0.0764,0.7142857142857144
U086,P100,alternative_assets,R5,0.145,0.269,0.0764,0.7142857142857144
U086,P040,alternative_assets,R5,0.145,0.269,0.0764,0.7142857142857144
U086,P070,equities,R5,0.145,0.269,0.0764,0.7142857142857144
U086,P043,cash_equivalents,R3,0.123,0.227,0.0693,0.7142857142857144
U086,P013,fixed_income,R3,0.123,0.227,0.0693,0.7142857142857144
U086,P073,fixed_income,R3,0.123,0.227,0.0693,0.7142857142857144
U087,P112,fixed_income,R2,0.026,0.022,0.5351,1.7142857142857146
U087,P115,fixed_income,R2,0.027,0.025,0.4649,1.7142857142857146
U088,P079,cash_equivalents,R4,0.063,0.052,0.3906,1.0
U088,P010,equities,R5,0.145,0.269,0.1947,1.0
U088,P100,alternative_assets,R5,0.145,0.269,0.1193,1.0
U088,P043,cash_equivalents,R3,0.123,0.227,0.1009,1.0
U088,P073,fixed_income,R3,0.123,0.227,0.1009,1.0
U088,P058,equities,R3,0.078,0.163,0.0937,1.0
U089,P046,equities,R1,0.051,0.038,0.1667,4.752000000000002
U089,P016,alternative_assets,R1,0.051,0.038,0.1667,4.752000000000002
U089,P026,equities,R1,0.051,0.038,0.1667,4.752000000000002
U089,P056,alternative_assets,R1,0.051,0.038,0.1667,4.752000000000002
U089,P076,alternative_assets,R1,0.051,0.038,0.1667,4.752000000000002
U089,P086,equities,R1,0.051,0.038,0.1667,4.752000000000002
U090,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U090,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U090,P006,equities,R1,0.051,0.038,0.1111,5.0
U090,P046,equities,R1,0.051,0.038,0.1111,5.0
U090,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U090,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U090,P026,equities,R1,0.051,0.038,0.1111,5.0
U090,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U090,P066,equities,R1,0.051,0.038,0.1111,5.0
U091,P113,cash_equivalents,R2,0.014,0.003,0.1214,2.0000000000000004
U091,P116,cash_equivalents,R2,0.012,0.003,0.1046,2.0000000000000004
U091,P118,cash_equivalents,R2,0.011,0.002,0.0997,2.0000000000000004
U091,P052,alternative_assets,R2,0.085,0.153,0.0995,2.0000000000000004
U091,P082,equities,R2,0.085,0.153,0.0995,2.0000000000000004
U091,P022,equities,R2,0.085,0.153,0.0995,2.0000000000000004
U091,P097,fixed_income,R2,0.102,0.185,0.0939,2.0000000000000004
U091,P037,fixed_income,R2,0.102,0.185,0.0939,2.0000000000000004
U091,P007,cash_equivalents,R2,0.102,0.185,0.0939,2.0000000000000004
U091,P067,cash_equivalents,R2,0.102,0.185,0.0939,2.0000000000000004
U092,P019,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U092,P079,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U092,P010,equities,R5,0.145,0.269,0.0927,0.8750000000000001
U092,P100,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U092,P040,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U092,P013,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U092,P073,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U092,P043,cash_equivalents,R3,0.123,0.227,0.0757,0.8750000000000001
U093,P112,fixed_income,R2,0.026,0.022,0.5355,2.6000000000000005
U093,P115,fixed_income,R2,0.027,0.025,0.4645,2.6000000000000005
U094,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U094,P046,equities,R1,0.051,0.038,0.1111,5.0
U094,P006,equities,R1,0.051,0.038,0.1111,5.0
U094,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U094,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U094,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U094,P026,equities,R1,0.051,0.038,0.1111,5.0
U094,P066,equities,R1,0.051,0.038,0.1111,5.0
U094,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
U095,P079,cash_equivalents,R4,0.063,0.052,0.1621,0.5833333333333334
U095,P049,fixed_income,R4,0.063,0.052,0.1621,0.5833333333333334
U095,P019,cash_equivalents,R4,0.063,0.052,0.1621,0.5833333333333334
U095,P100,alternative_assets,R5,0.145,0.269,0.0756,0.5833333333333334
U095,P010,equities,R5,0.145,0.269,0.0756,0.5833333333333334
U095,P040,alternative_assets,R5,0.145,0.269,0.0756,0.5833333333333334
U095,P070,equities,R5,0.145,0.269,0.0756,0.5833333333333334
U095,P043,cash_equivalents,R3,0.123,0.227,0.0704,0.5833333333333334
U095,P073,fixed_income,R3,0.123,0.227,0.0704,0.5833333333333334
U095,P013,fixed_income,R3,0.123,0.227,0.0704,0.5833333333333334
U096,P112,fixed_income,R2,0.026,0.022,0.5329,2.0000000000000004
U096,P115,fixed_income,R2,0.027,0.025,0.4671,2.0000000000000004
U097,P019,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U097,P079,cash_equivalents,R4,0.063,0.052,0.2474,0.8750000000000001
U097,P010,equities,R5,0.145,0.269,0.0927,0.8750000000000001
U097,P100,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U097,P040,alternative_assets,R5,0.145,0.269,0.0927,0.8750000000000001
U097,P013,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U097,P073,fixed_income,R3,0.123,0.227,0.0757,0.8750000000000001
U097,P043,cash_equivalents,R3,0.123,0.227,0.0757,0.8750000000000001
U098,P086,equities,R1,0.051,0.038,0.1667,4.224000000000001
U098,P076,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U098,P026,equities,R1,0.051,0.038,0.1667,4.224000000000001
U098,P056,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U098,P016,alternative_assets,R1,0.051,0.038,0.1667,4.224000000000001
U098,P046,equities,R1,0.051,0.038,0.1667,4.224000000000001
U099,P113,cash_equivalents,R2,0.014,0.003,0.4224,3.0000000000000004
U099,P082,equities,R2,0.085,0.153,0.0712,3.0000000000000004
U099,P022,equities,R2,0.085,0.153,0.0712,3.0000000000000004
U099,P052,alternative_assets,R2,0.085,0.153,0.0712,3.0000000000000004
U099,P067,cash_equivalents,R2,0.102,0.185,0.0659,3.0000000000000004
U099,P037,fixed_income,R2,0.102,0.185,0.0659,3.0000000000000004
U099,P097,fixed_income,R2,0.102,0.185,0.0659,3.0000000000000004
U099,P043,cash_equivalents,R3,0.123,0.227,0.0555,3.0000000000000004
U099,P073,fixed_income,R3,0.123,0.227,0.0555,3.0000000000000004
U099,P013,fixed_income,R3,0.123,0.227,0.0555,3.0000000000000004
U100,P076,alternative_assets,R1,0.051,0.038,0.1111,5.0
U100,P006,equities,R1,0.051,0.038,0.1111,5.0
U100,P046,equities,R1,0.051,0.038,0.1111,5.0
U100,P096,alternative_assets,R1,0.051,0.038,0.1111,5.0
U100,P026,equities,R1,0.051,0.038,0.1111,5.0
U100,P066,equities,R1,0.051,0.038,0.1111,5.0
U100,P056,alternative_assets,R1,0.051,0.038,0.1111,5.0
U100,P036,alternative_assets,R1,0.051,0.038,0.1111,5.0
U100,P016,alternative_assets,R1,0.051,0.038,0.1111,5.0
